,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
179,CSLB,"(38.0625, 14.125)",10,100,log2,2,3,0.1655973682809209,0.0713172513450204,0.2670528999000393,0.6271824405600721,"CSLB_(38.0625, 14.125)"
180,CSLB,"(38.020835876464844, 13.916667938232422)",10,100,log2,2,3,0.1581087545452786,0.0625016076206953,0.2500032152207153,0.6057099255243177,"CSLB_(38.020835876464844, 13.916667938232422)"
181,CSLB,sea_mean,10,100,log2,2,3,0.1615232064235519,0.0680758130070911,0.2609134205193192,0.6342389814834122,CSLB_sea_mean
182,CSLB,sea_median,10,100,log2,2,3,0.1628986694699717,0.0695524377138248,0.2637279615699192,0.6371224527759891,CSLB_sea_median
184,CSLB,"(38.0625, 14.041667938232422)",10,100,log2,2,5,0.1673766063122733,0.0834282614536682,0.2888395081246128,0.5718975850113543,"CSLB_(38.0625, 14.041667938232422)"
185,CSLB,"(38.0625, 14.083335876464844)",10,100,log2,2,5,0.1690905820581191,0.0845372199796845,0.2907528503380226,0.562390432146145,"CSLB_(38.0625, 14.083335876464844)"
186,CSLB,"(38.0625, 14.0)",10,100,log2,2,5,0.1654844641866991,0.0820811541626189,0.2864980875374545,0.5814890556489318,"CSLB_(38.0625, 14.0)"
187,CSLB,"(38.0625, 14.125)",10,100,log2,2,5,0.1707872939554418,0.0855091426690584,0.2924194635605818,0.5529930097073928,"CSLB_(38.0625, 14.125)"
188,CSLB,"(38.020835876464844, 13.916667938232422)",10,100,log2,2,5,0.162674799648698,0.074400502987009,0.2727645559580808,0.530645994870977,"CSLB_(38.020835876464844, 13.916667938232422)"
189,CSLB,sea_mean,10,100,log2,2,5,0.1665830987959164,0.0816277435068894,0.2857056938650145,0.5614265142719532,CSLB_sea_mean
190,CSLB,sea_median,10,100,log2,2,5,0.1679796788090028,0.0834254250550557,0.2888345980921533,0.5647425940028293,CSLB_sea_median
192,CSLB,"(38.0625, 14.041667938232422)",10,100,0.5,2,1,0.1837559047406823,0.111408095594119,0.3337785127807346,0.4283223221711858,"CSLB_(38.0625, 14.041667938232422)"
193,CSLB,"(38.0625, 14.083335876464844)",10,100,0.5,2,1,0.1850658030331481,0.1123465703012133,0.3351813990978816,0.4184344589141745,"CSLB_(38.0625, 14.083335876464844)"
194,CSLB,"(38.0625, 14.0)",10,100,0.5,2,1,0.1822786641938576,0.1101947941715843,0.3319560124046322,0.438144750255911,"CSLB_(38.0625, 14.0)"
195,CSLB,"(38.0625, 14.125)",10,100,0.5,2,1,0.186312504067399,0.1131419595787087,0.3363658121431319,0.4085398911923941,"CSLB_(38.0625, 14.125)"
196,CSLB,"(38.020835876464844, 13.916667938232422)",10,100,0.5,2,1,0.1777656986917545,0.0977504307426898,0.3126506528742422,0.3833434677158076,"CSLB_(38.020835876464844, 13.916667938232422)"
197,CSLB,sea_mean,10,100,0.5,2,1,0.1825327107864613,0.1085757972588635,0.3295084175842303,0.4166387085598848,CSLB_sea_mean
198,CSLB,sea_median,10,100,0.5,2,1,0.1842625513917082,0.1113005952813796,0.3336174385151046,0.4193088215475817,CSLB_sea_median
200,CSLB,"(38.0625, 14.041667938232422)",10,100,0.5,2,3,0.1713252105644352,0.0957246922725717,0.3093940727819002,0.5087998812166179,"CSLB_(38.0625, 14.041667938232422)"
201,CSLB,"(38.0625, 14.083335876464844)",10,100,0.5,2,3,0.1729042753968668,0.0970015853028227,0.3114507750878503,0.4978682545308667,"CSLB_(38.0625, 14.083335876464844)"
202,CSLB,"(38.0625, 14.0)",10,100,0.5,2,3,0.1696491923872421,0.0942386000397315,0.3069830614866748,0.5195013289066029,"CSLB_(38.0625, 14.0)"
203,CSLB,"(38.0625, 14.125)",10,100,0.5,2,3,0.1744677960930598,0.0981749666593658,0.3133288474739692,0.4867812376703903,"CSLB_(38.0625, 14.125)"
204,CSLB,"(38.020835876464844, 13.916667938232422)",10,100,0.5,2,3,0.1662561447269153,0.084871189150534,0.2913266022019514,0.4645918918744203,"CSLB_(38.020835876464844, 13.916667938232422)"
205,CSLB,sea_mean,10,100,0.5,2,3,0.1703621421525275,0.0936310177252127,0.3059918589198293,0.4969347423827138,CSLB_sea_mean
206,CSLB,sea_median,10,100,0.5,2,3,0.1719146412011325,0.0957174368733354,0.3093823473848104,0.5006111955115397,CSLB_sea_median
208,CSLB,"(38.0625, 14.041667938232422)",10,100,0.5,2,5,0.1692059832983924,0.0935557710420447,0.3058688788387022,0.5199294481107384,"CSLB_(38.0625, 14.041667938232422)"
209,CSLB,"(38.0625, 14.083335876464844)",10,100,0.5,2,5,0.1707213182258483,0.0947172132584011,0.3077616175847812,0.5096933779902968,"CSLB_(38.0625, 14.083335876464844)"
210,CSLB,"(38.0625, 14.0)",10,100,0.5,2,5,0.1675260178468582,0.0921302955529492,0.3035297276263879,0.5302510376642887,"CSLB_(38.0625, 14.0)"
211,CSLB,"(38.0625, 14.125)",10,100,0.5,2,5,0.172161859143315,0.095743366836246,0.3094242505626313,0.4994926517321071,"CSLB_(38.0625, 14.125)"
212,CSLB,"(38.020835876464844, 13.916667938232422)",10,100,0.5,2,5,0.1642964282230483,0.0834434066490905,0.2888657242545238,0.4735990276947606,"CSLB_(38.020835876464844, 13.916667938232422)"
213,CSLB,sea_mean,10,100,0.5,2,5,0.1682577443683686,0.0915542409775698,0.3025793135321215,0.508092948871857,CSLB_sea_mean
214,CSLB,sea_median,10,100,0.5,2,5,0.1697633198394682,0.0935497291584644,0.3058590020883225,0.5119208272732256,CSLB_sea_median
216,HAGA,"(37.3125, 15.166667938232422)",10,100,sqrt,2,1,0.1739203940448135,0.0815317426489,0.2855376378849205,0.737163123426106,"HAGA_(37.3125, 15.166667938232422)"
217,HAGA,"(37.3125, 15.125)",10,100,sqrt,2,1,0.1694897540883515,0.0799959429165901,0.2828355404057103,0.7137720227162024,"HAGA_(37.3125, 15.125)"
218,HAGA,"(37.3125, 15.208335876464844)",10,100,sqrt,2,1,0.1850018347800702,0.0871309924667173,0.2951795935811236,0.7596261750751301,"HAGA_(37.3125, 15.208335876464844)"
219,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,sqrt,2,1,0.1871393625164612,0.0842868784447345,0.2903220254213147,0.7538272041979142,"HAGA_(37.35416793823242, 15.166667938232422)"
220,HAGA,"(37.35416793823242, 15.125)",10,100,sqrt,2,1,0.1825715722389854,0.0824422102777899,0.287127515709989,0.7355971642779515,"HAGA_(37.35416793823242, 15.125)"
221,HAGA,sea_mean,10,100,sqrt,2,1,0.1786905806092633,0.0820816252592745,0.2864989096999752,0.7432842326183147,HAGA_sea_mean
222,HAGA,sea_median,10,100,sqrt,2,1,0.1804988543946079,0.0834234959445423,0.2888312586001423,0.7402863482770166,HAGA_sea_median
224,HAGA,"(37.3125, 15.166667938232422)",10,100,sqrt,2,3,0.1739142776568852,0.0819543290200832,0.2862766651686498,0.7358008162034725,"HAGA_(37.3125, 15.166667938232422)"
225,HAGA,"(37.3125, 15.125)",10,100,sqrt,2,3,0.1693830944272068,0.0801466126316244,0.2831017708027,0.7132329217793316,"HAGA_(37.3125, 15.125)"
226,HAGA,"(37.3125, 15.208335876464844)",10,100,sqrt,2,3,0.1849544644095814,0.0877838231126586,0.2962833493678959,0.7578251695436823,"HAGA_(37.3125, 15.208335876464844)"
227,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,sqrt,2,3,0.1870899055800631,0.0845376231126486,0.2907535435943105,0.7530948658188941,"HAGA_(37.35416793823242, 15.166667938232422)"
228,HAGA,"(37.35416793823242, 15.125)",10,100,sqrt,2,3,0.1826107750158235,0.082543646509985,0.2873041011019248,0.7352718451562665,"HAGA_(37.35416793823242, 15.125)"
229,HAGA,sea_mean,10,100,sqrt,2,3,0.1787601944915683,0.0824241777327816,0.2870961123609682,0.7422128768693623,HAGA_sea_mean
230,HAGA,sea_median,10,100,sqrt,2,3,0.1805353142421647,0.0836211644592351,0.289173242986337,0.7396709675476396,HAGA_sea_median
232,HAGA,"(37.3125, 15.166667938232422)",10,100,sqrt,2,5,0.1748514571674838,0.0832836638412784,0.2885890916879542,0.7315153906627909,"HAGA_(37.3125, 15.166667938232422)"
233,HAGA,"(37.3125, 15.125)",10,100,sqrt,2,5,0.1701540129339722,0.0812397547061514,0.2850258842739575,0.7093216253626883,"HAGA_(37.3125, 15.125)"
234,HAGA,"(37.3125, 15.208335876464844)",10,100,sqrt,2,5,0.1863088746542511,0.0896524293186589,0.299420155164376,0.752670126449387,"HAGA_(37.3125, 15.208335876464844)"
235,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,sqrt,2,5,0.1886397865277945,0.086531617458514,0.2941625697781994,0.7472710985612527,"HAGA_(37.35416793823242, 15.166667938232422)"
236,HAGA,"(37.35416793823242, 15.125)",10,100,sqrt,2,5,0.1840742285204206,0.0842536512767405,0.2902647951039542,0.7297876386083719,"HAGA_(37.35416793823242, 15.125)"
237,HAGA,sea_mean,10,100,sqrt,2,5,0.1799469444500734,0.0839924409263729,0.2898144939894707,0.7373080289459992,HAGA_sea_mean
238,HAGA,sea_median,10,100,sqrt,2,5,0.1817646801160263,0.0851520536687651,0.2918082481164045,0.7349050101577137,HAGA_sea_median
240,HAGA,"(37.3125, 15.166667938232422)",10,100,log2,2,1,0.1743943143502285,0.0817411547421242,0.2859041006038987,0.7364880339614188,"HAGA_(37.3125, 15.166667938232422)"
241,HAGA,"(37.3125, 15.125)",10,100,log2,2,1,0.1699453652670594,0.0802388328585328,0.2832645986679818,0.712902954932886,"HAGA_(37.3125, 15.125)"
242,HAGA,"(37.3125, 15.208335876464844)",10,100,log2,2,1,0.1854281500556406,0.0873243949072137,0.2955070132961547,0.7590926234300057,"HAGA_(37.3125, 15.208335876464844)"
243,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,log2,2,1,0.1876311774744878,0.0845357468731541,0.2907503170645806,0.7531003456649918,"HAGA_(37.35416793823242, 15.166667938232422)"
244,HAGA,"(37.35416793823242, 15.125)",10,100,log2,2,1,0.1832230216148955,0.0827759199279068,0.2877080463384833,0.734526914250673,"HAGA_(37.35416793823242, 15.125)"
245,HAGA,sea_mean,10,100,log2,2,1,0.1793237018760156,0.0823351034677475,0.2869409407312724,0.7424914625848615,HAGA_sea_mean
246,HAGA,sea_median,10,100,log2,2,1,0.1811547800817594,0.0837388732611226,0.2893766978544103,0.7393045170359219,HAGA_sea_median
248,HAGA,"(37.3125, 15.166667938232422)",10,100,log2,2,3,0.1740218430287826,0.0818637167704184,0.2861183614702462,0.7360929262443896,"HAGA_(37.3125, 15.166667938232422)"
249,HAGA,"(37.3125, 15.125)",10,100,log2,2,3,0.1693310335220683,0.0799884033530329,0.2828222115623752,0.7137989995096234,"HAGA_(37.3125, 15.125)"
250,HAGA,"(37.3125, 15.208335876464844)",10,100,log2,2,3,0.1854122557754458,0.0880173717141403,0.2966772180571679,0.7571808641242823,"HAGA_(37.3125, 15.208335876464844)"
251,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,log2,2,3,0.1876900011289786,0.0850577426463405,0.2916466057514479,0.7515757767017882,"HAGA_(37.35416793823242, 15.166667938232422)"
252,HAGA,"(37.35416793823242, 15.125)",10,100,log2,2,3,0.1830718178908358,0.0829394520916636,0.2879921042175698,0.734002445441754,"HAGA_(37.35416793823242, 15.125)"
253,HAGA,sea_mean,10,100,log2,2,3,0.1790493125181179,0.0825849329961985,0.2873759436629979,0.7417101040419684,HAGA_sea_mean
254,HAGA,sea_median,10,100,log2,2,3,0.180891279217815,0.0838439919623526,0.2895582704091745,0.7389772619688487,HAGA_sea_median
256,HAGA,"(37.3125, 15.166667938232422)",10,100,log2,2,5,0.1751327619834748,0.0834645908419727,0.2889023898169982,0.7309321296382454,"HAGA_(37.3125, 15.166667938232422)"
257,HAGA,"(37.3125, 15.125)",10,100,log2,2,5,0.1704922917918554,0.0813478573740257,0.285215457810452,0.7089348306473999,"HAGA_(37.3125, 15.125)"
258,HAGA,"(37.3125, 15.208335876464844)",10,100,log2,2,5,0.1865949211796189,0.090005360517272,0.3000089340624243,0.7516964726467135,"HAGA_(37.3125, 15.208335876464844)"
259,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,log2,2,5,0.1889383918039559,0.0869904138224617,0.294941373534575,0.7459311131957858,"HAGA_(37.35416793823242, 15.166667938232422)"
260,HAGA,"(37.35416793823242, 15.125)",10,100,log2,2,5,0.1843936698557053,0.0846994803105306,0.2910317513786608,0.7283578072103037,"HAGA_(37.35416793823242, 15.125)"
261,HAGA,sea_mean,10,100,log2,2,5,0.1802202310364503,0.0843131999729262,0.2903673534902404,0.7363048335959992,HAGA_sea_mean
262,HAGA,sea_median,10,100,log2,2,5,0.181992695929672,0.0854791193033736,0.2923681229261727,0.7338867908975937,HAGA_sea_median
264,HAGA,"(37.3125, 15.166667938232422)",10,100,0.5,2,1,0.1731161273518599,0.0813882533342847,0.2852862655899943,0.7376256952055122,"HAGA_(37.3125, 15.166667938232422)"
265,HAGA,"(37.3125, 15.125)",10,100,0.5,2,1,0.168669031227036,0.0798248968805054,0.2825330014007309,0.7143840307649356,"HAGA_(37.3125, 15.125)"
266,HAGA,"(37.3125, 15.208335876464844)",10,100,0.5,2,1,0.1844100620630932,0.0870460574516206,0.2950356884372137,0.7598604907172553,"HAGA_(37.3125, 15.208335876464844)"
267,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,0.5,2,1,0.1863282190027494,0.0840759499877082,0.2899585314966749,0.7544432532074219,"HAGA_(37.35416793823242, 15.166667938232422)"
268,HAGA,"(37.35416793823242, 15.125)",10,100,0.5,2,1,0.1817685816210528,0.0820923909489627,0.2865176974446129,0.7367190801293175,"HAGA_(37.35416793823242, 15.125)"
269,HAGA,sea_mean,10,100,0.5,2,1,0.1779291197833255,0.0818700404252882,0.2861294120241542,0.7439459783239042,HAGA_sea_mean
270,HAGA,sea_median,10,100,0.5,2,1,0.1795672290131067,0.0830367575141501,0.2881609923534934,0.7414903406161238,HAGA_sea_median
272,HAGA,"(37.3125, 15.166667938232422)",10,100,0.5,2,3,0.1736516961465875,0.0821981322276624,0.2867021664160605,0.7350148588389309,"HAGA_(37.3125, 15.166667938232422)"
273,HAGA,"(37.3125, 15.125)",10,100,0.5,2,3,0.1693596078309933,0.0804322344621426,0.283605772970408,0.71221095796671,"HAGA_(37.3125, 15.125)"
274,HAGA,"(37.3125, 15.208335876464844)",10,100,0.5,2,3,0.1847244550486924,0.0881190268563847,0.2968484914167237,0.7569004216012168,"HAGA_(37.3125, 15.208335876464844)"
275,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,0.5,2,3,0.1867966080556379,0.0851125236765453,0.2917405074317678,0.7514157802751642,"HAGA_(37.35416793823242, 15.166667938232422)"
276,HAGA,"(37.35416793823242, 15.125)",10,100,0.5,2,3,0.1823476701702261,0.0830604638710984,0.2882021232938758,0.7336143450071522,"HAGA_(37.35416793823242, 15.125)"
277,HAGA,sea_mean,10,100,0.5,2,3,0.1784016077077633,0.0827955733764579,0.2877421995058388,0.7410513121785146,HAGA_sea_mean
278,HAGA,sea_median,10,100,0.5,2,3,0.1800901883234746,0.0839148295223004,0.2896805646264527,0.738756730796367,HAGA_sea_median
280,HAGA,"(37.3125, 15.166667938232422)",10,100,0.5,2,5,0.1739816741156318,0.0829601966010204,0.288028117726413,0.7325581638986032,"HAGA_(37.3125, 15.166667938232422)"
281,HAGA,"(37.3125, 15.125)",10,100,0.5,2,5,0.1696019792896249,0.0811667171737971,0.2848977310787103,0.7095829559300817,"HAGA_(37.3125, 15.125)"
282,HAGA,"(37.3125, 15.208335876464844)",10,100,0.5,2,5,0.1848497723128856,0.088719096695834,0.2978575107259074,0.7552449706709914,"HAGA_(37.3125, 15.208335876464844)"
283,HAGA,"(37.35416793823242, 15.166667938232422)",10,100,0.5,2,5,0.1867208052045399,0.0852946011198821,0.2920523944772276,0.7508839950897856,"HAGA_(37.35416793823242, 15.166667938232422)"
284,HAGA,"(37.35416793823242, 15.125)",10,100,0.5,2,5,0.182349369221629,0.0832772920584603,0.2885780519347587,0.7329189489544532,"HAGA_(37.35416793823242, 15.125)"
285,HAGA,sea_mean,10,100,0.5,2,5,0.1786022159947985,0.0833125616115083,0.2886391546750169,0.739434396930199,HAGA_sea_mean
286,HAGA,sea_median,10,100,0.5,2,5,0.1802553891756995,0.084309670223851,0.2903612753516746,0.7375275145031929,HAGA_sea_median
288,MSDA,"(35.9375, 14.541667938232422)",10,100,sqrt,2,1,0.1296698952219823,0.0348033169688941,0.1865564712597614,0.8292355874776044,"MSDA_(35.9375, 14.541667938232422)"
289,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,sqrt,2,1,0.1632754324966422,0.052853961864244,0.2298998953115116,0.7934252625758303,"MSDA_(35.895835876464844, 14.583335876464844)"
290,MSDA,"(35.97916793823242, 14.5)",10,100,sqrt,2,1,0.1460008549153666,0.0491541428290125,0.2217073359837525,0.8306386465746207,"MSDA_(35.97916793823242, 14.5)"
291,MSDA,"(35.97916793823242, 14.458335876464844)",10,100,sqrt,2,1,0.1381900504608988,0.0422845043951718,0.2056319634569778,0.8169103193482011,"MSDA_(35.97916793823242, 14.458335876464844)"
292,MSDA,"(35.9375, 14.583335876464844)",10,100,sqrt,2,1,0.1433922344861519,0.0451543161583338,0.2124954497355974,0.8598203207965468,"MSDA_(35.9375, 14.583335876464844)"
293,MSDA,sea_mean,10,100,sqrt,2,1,0.1276350656527033,0.0350974780306057,0.1873432091926625,0.8569374872072245,MSDA_sea_mean
294,MSDA,sea_median,10,100,sqrt,2,1,0.1324705116261059,0.0379235254101442,0.1947396349235159,0.8446125232250503,MSDA_sea_median
296,MSDA,"(35.9375, 14.541667938232422)",10,100,sqrt,2,3,0.1305757135987891,0.0363592089146325,0.1906809086265128,0.8216015170153034,"MSDA_(35.9375, 14.541667938232422)"
297,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,sqrt,2,3,0.1635254299286292,0.0525729135335172,0.2292878399163752,0.7945237135353345,"MSDA_(35.895835876464844, 14.583335876464844)"
298,MSDA,"(35.97916793823242, 14.5)",10,100,sqrt,2,3,0.1471475684514935,0.0512424905288276,0.226368042198601,0.8234432125276109,"MSDA_(35.97916793823242, 14.5)"
299,MSDA,"(35.97916793823242, 14.458335876464844)",10,100,sqrt,2,3,0.1393861904361178,0.0441458287243172,0.2101090876766572,0.8088508828740784,"MSDA_(35.97916793823242, 14.458335876464844)"
300,MSDA,"(35.9375, 14.583335876464844)",10,100,sqrt,2,3,0.1438396079499359,0.0458287429049364,0.2140764884449864,0.8577265912701495,"MSDA_(35.9375, 14.583335876464844)"
301,MSDA,sea_mean,10,100,sqrt,2,3,0.1283520962879092,0.0363928682035674,0.1907691489826578,0.8516572852215043,MSDA_sea_mean
302,MSDA,sea_median,10,100,sqrt,2,3,0.1333304865590591,0.0395951042603544,0.198985186032414,0.8377634126279895,MSDA_sea_median
304,MSDA,"(35.9375, 14.541667938232422)",10,100,sqrt,2,5,0.1309104695807432,0.0371380124248231,0.1927122529182386,0.8177802742295381,"MSDA_(35.9375, 14.541667938232422)"
305,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,sqrt,2,5,0.1638021680579958,0.0535122325043563,0.2313271114771383,0.7908524737093208,"MSDA_(35.895835876464844, 14.583335876464844)"
306,MSDA,"(35.97916793823242, 14.5)",10,100,sqrt,2,5,0.1476305815873591,0.0528110482865893,0.2298065453519315,0.8180387227025211,"MSDA_(35.97916793823242, 14.5)"
307,MSDA,"(35.97916793823242, 14.458335876464844)",10,100,sqrt,2,5,0.1397575184511074,0.0451651197404906,0.2125208689528882,0.8044374063698166,"MSDA_(35.97916793823242, 14.458335876464844)"
308,MSDA,"(35.9375, 14.583335876464844)",10,100,sqrt,2,5,0.1441713062847553,0.0470457175604442,0.2169002479492457,0.8539485445334958,"MSDA_(35.9375, 14.583335876464844)"
309,MSDA,sea_mean,10,100,sqrt,2,5,0.1286919088773333,0.0372883977781067,0.1931020398082494,0.8480069741905489,MSDA_sea_mean
310,MSDA,sea_median,10,100,sqrt,2,5,0.1336989030039757,0.040534611472933,0.2013320925062197,0.8339138850960528,MSDA_sea_median
312,MSDA,"(35.9375, 14.541667938232422)",10,100,log2,2,1,0.1304525250626916,0.0354512404663953,0.1882849979854882,0.8260565147613709,"MSDA_(35.9375, 14.541667938232422)"
313,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,log2,2,1,0.1629978842030433,0.0520037272443833,0.2280432573973265,0.7967483245971371,"MSDA_(35.895835876464844, 14.583335876464844)"
314,MSDA,"(35.97916793823242, 14.5)",10,100,log2,2,1,0.1476040360164619,0.051747072974299,0.2274798298185996,0.8217046659685345,"MSDA_(35.97916793823242, 14.5)"
315,MSDA,"(35.97916793823242, 14.458335876464844)",10,100,log2,2,1,0.1397423126209893,0.0444492522768769,0.2108299131453526,0.8075370748459363,"MSDA_(35.97916793823242, 14.458335876464844)"
316,MSDA,"(35.9375, 14.583335876464844)",10,100,log2,2,1,0.1433563419608246,0.044701415568862,0.2114270927976404,0.8612263316664841,"MSDA_(35.9375, 14.583335876464844)"
317,MSDA,sea_mean,10,100,log2,2,1,0.1281657172181559,0.0355941472039057,0.1886641121249764,0.8549129901793456,MSDA_sea_mean
318,MSDA,sea_median,10,100,log2,2,1,0.1335102799812502,0.0392255832186241,0.1980544955779195,0.8392774844783444,MSDA_sea_median
320,MSDA,"(35.9375, 14.541667938232422)",10,100,log2,2,3,0.1297328201273097,0.0349494780663805,0.1869477950294694,0.8285184399146813,"MSDA_(35.9375, 14.541667938232422)"
321,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,log2,2,3,0.1631101607689306,0.0518024959753287,0.2276016168117632,0.7975348180803175,"MSDA_(35.895835876464844, 14.583335876464844)"
322,MSDA,"(35.97916793823242, 14.5)",10,100,log2,2,3,0.1463898416372973,0.0494741480648516,0.2224278491215783,0.8295360636238114,"MSDA_(35.97916793823242, 14.5)"
323,MSDA,"(35.97916793823242, 14.458335876464844)",10,100,log2,2,3,0.1386444136317203,0.0426331601141517,0.206477989418126,0.815400658417831,"MSDA_(35.97916793823242, 14.458335876464844)"
324,MSDA,"(35.9375, 14.583335876464844)",10,100,log2,2,3,0.1431419065950673,0.0442798414234728,0.2104277582056912,0.8625350909056654,"MSDA_(35.9375, 14.583335876464844)"
325,MSDA,sea_mean,10,100,log2,2,3,0.1277451719321277,0.0349602620547256,0.1869766350502802,0.8574967998247178,MSDA_sea_mean
326,MSDA,sea_median,10,100,log2,2,3,0.1324851043443024,0.0380712341443689,0.1951185130744105,0.8440073029228617,MSDA_sea_median
328,MSDA,"(35.9375, 14.541667938232422)",10,100,log2,2,5,0.1308479102925345,0.0361725278263994,0.1901907669325707,0.8225174781689387,"MSDA_(35.9375, 14.541667938232422)"
329,MSDA,"(35.895835876464844, 14.583335876464844)",10,100,log2,2,5,0.1636562463873263,0.0531168816260156,0.2304709995335978,0.7923976654225441,"MSDA_(35.895835876464844, 14.583335876464844)"
